Job Title,Salary Estimate,Job Description,Rating,Reliabilty,Company Name,City,State Name,Headquarters,Size,Founded,Company age,Type of ownership,Industry,Sector,Revenue
Data Scientist,$31K-$56K (Glassdoor est.),"Job Description


Job #: 1068351

Our client is seeking a skilled Data Scientist to assist with a data encryption project. This project involves un-encryption of data to access for regulatory reporting, and re-encryption after reporting is complete. This includes re-writing all models and reports that use this data and inserting code into the models. Analysis of reports and data to identify any patterns of fraud or similar activities will be required.

Successful candidates will have the following:
8+ years of experience in one or a combination of the following: reporting or analytics; or 4+ years previously mentioned experience with a Master’s degree or higher that has a quantitative focus such as applied mathematics, statistics, engineering, physics, accounting, finance, economics, econometrics, computer sciences, or business/social and behavioral sciences with a quantitative emphasis
4+ years of SAS or SQL experience
4+ years of data warehousing experience

EEO Employer

Apex Systems is an equal opportunity employer. We do not discriminate or allow discrimination on the basis of race, color, religion, creed, sex (including pregnancy, childbirth, breastfeeding, or related medical conditions), age, sexual orientation, gender identity, national origin, ancestry, citizenship, genetic information, registered domestic partner status, marital status, disability, status as a crime victim, protected veteran status, political affiliation, union membership, or any other characteristic protected by law. Apex will consider qualified applicants with criminal histories in a manner consistent with the requirements of applicable law. If you have visited our website in search of information on employment opportunities or to apply for a position, and you require an accommodation in using our website for a search or application, please contact our Employee Services Department at employeeservices@apexsystemsinc.com or 844-463-6178.",3.9,Excellent,"Apex Systems
3.9",San Francisco,CA,"Glen Allen, VA",5000,1995,29,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD)
Decision Scientist,$31K-$56K (Glassdoor est.),"Are you passionate about Decision Science?

Do you want to resolve ambiguity, spark creativity, and manage complexity in high impact DoD programs?

Are you searching for a gratifying work environment where you can grow, learn new skills, and apply the state of the art to cutting edge programs?

If so, we're looking for someone like you to join our team at APL.

We are seeking a decision scientist to transform a series of unstructured yet interrelated opportunities into a recommended set of design decisions that best balance the full hierarchy of cost, schedule, and performance objectives in the presence of uncertainty and in the face of emerging and cutting edge technologies.

As a systems engineering decision scientist, you will...
Build and maintain a decision support tool tailored for systems of interest
Use the decision support tool to help transform a series of unstructured yet interrelated decision opportunities associated with a system development effort into a set of well-reasoned trade-space visualizations
Present trade-space visualizations to senior leaders to help them quickly build intuition regarding design decisions and their impact across cost, schedule, and performance objectives in the presence of uncertainty
Regularly interact with military mission analysts, technical subject matter experts, performance analysts, cost analysts, and senior leaders to ensure the decision support tool is properly focused on mission Design, develop, and deploy statistical methods to elicit preference models from mission level scenarios
Structure and coordinate the execution of a confederation of technical models to assess alternatives across a broad set of measures
Thoughtfully aggregate and synthesize the data from the disparate technical models to uncover patterns, trends, groups, or outliers as related to the full set of objectives and help sponsors realize the full potential of data driven decision making
Utilize decision science tools to assist decision makers to understand the value and trade-offs of emerging and future cutting edge technologies
You meet our minimum qualifications for the job if you...

•Possess a BS degree in computer science, statistics, applied math, engineering, physics, or a related discipline AND a MS Degree in Engineering Management, Systems Engineering, Decision Science, Data Science, or related discipline

•Have 10 years of experience in the defense industry
•Have an in-depth understanding of decision making best practices for complex, engineered systems in the defense domain
•Have experience creating informative data visualizations
•Are willing and able to travel to meetings and sponsor sites
•Ability to obtain a Secret security clearance. If selected, you will be subject to a government security clearance investigation and must meet the requirements for access to classified information. Eligibility requirements include U.S. citizenship

You'll go above and beyond our minimum requirements if you...

•Possess a PhD in Engineering Management, Systems Engineering, Decision Science, or Data Science

•Have 15 years of experience in the defense industry, interacting with senior leaders, mission analysts, cost analysts, and technologists
•Have a team-player mindset with strong interpersonal and influencing skills
•Possess strong written and oral communication skills with a track record of high quality publications and public speaking engagements - effective in a large audience or small group setting
•Have excellent problem solving skills even when problems are messy and unstructured
•Have the proven capability to resolve ambiguity, spark creativity, and manage complexity
•Have experience creating graphical user interfaces and dashboards
•Have experience managing large data sets
•Have experience in drawing impactful conclusions about the cost, schedule, and performance of systems from large data sets

Why work at APL?

The Johns Hopkins University Applied Physics Laboratory (APL) brings world-class expertise to our nation's most critical defense, security, space and science challenges. With a wide selection of challenging, impactful work and a robust education assistance program, APL promotes a culture of life-long learning. Our employees enjoy generous benefits and healthy work/life balance. APL's campus is located in the Baltimore-Washington metro area. Learn more about our career opportunities atwww.jhuapl.edu/careers.

APL is an Equal Opportunity/Affirmative Action employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, gender identity, sexual orientation, national origin, disability status, veteran status, or any other characteristic protected by applicable law.",4.5,Excellent,"Johns Hopkins University Applied Physics Laboratory
4.5",Laurel,MD,"Laurel, MD",10000,1942,82,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD)
Data Scientist,$95K-$119K (Glassdoor est.),"WHAT WE DO MATTERS:

Here at The Knot Worldwide, we believe in doing work that matters. In 15 countries around the world, our leading family of brands (The Knot, WeddingWire, Bodas, GigMasters, The Bump, How They Asked, Lasting, and more) inspire, inform, and celebrate our communities as they move through life's milestones. From the proposal to creating a home, and starting a family together, we're there for every step of the journey. Our couples and business partners depend on us. They're all in. So are we.

ABOUT THE ROLE AND OUR TEAM:

The Knot Worldwide is in search of a full-time Data Scientist. Our Data Scientists work with stakeholders across all departments within the company. They answer strategic questions and provide insight to internal decision makers ranging from executives and senior management to product managers and team leads. They also work with our product team to develop data driven algorithms that improve features on the website.

RESPONSIBILITIES:
Create smarter product solutions for our couples and vendors
Answer strategic questions by analyzing behavioral data
Communicate, collaborate and present results to clients within The Knot Worldwide
Explore novel ways to look at our data
SUCCESSFUL DATA SCIENTIST CANDIDATES HAVE:
Master's Degree or Ph.D. preferred
Proficiency in key statistical and machine learning techniques (predictive modeling, classification, clustering, text analytics, recommender systems , data mining methods, forecasting, and other advanced techniques)
Proficiency with R or Python
Familiarity with common Linux command line tasks and version control software like git or svn preferable
Ability to communicate effectively and influence others
Ability to work in a fast paced environment and shift gears quickly
At The Knot Worldwide, we believe you are more than a resume and invite you to go for it, take the leap of faith, and apply for this job if it sparks your passion to join TKWW and make a difference!

WHAT WE LOVE ABOUT YOU:
You deeply understand our users and put them at the center of everything you do. You aim to serve and delight them every day.
You are respectful and act with the highest integrity.
You ask questions to understand a perspective and are comfortable respectfully challenging assumptions.
You set clear ambitious goals. You anticipate obstacles, persevere, and are accountable for your commitments.
You aren't afraid to challenge the status quo and know that there's no such thing as failure if you learn from it.
You seek out feedback and never settle in your quest to grow and develop. By being here, you make our company stronger.
WHAT YOU LOVE ABOUT US:

The Knot Worldwide offers a unique employee experience and we are deeply proud of our award-winning culture. From flexible vacation and generous parental leave benefits to promoting wellness and giving back to our community, we believe in happiness above all else—in and out of the office.

----

The Knot Worldwide provides equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion, sex, national origin, age, or disability. In addition to federal law requirements, The Knot Worldwide complies with applicable state and local laws governing nondiscrimination in employment in every location in which the company has facilities. The Knot Worldwide expressly prohibits any form of workplace harassment based on race, color, religion, gender, sexual orientation, gender identity or expression, national origin, age, genetic information, disability, or veteran status.

--

This position is not eligible for sponsorship.

--

If you are a resident of California, by submitting your application, you acknowledge that you've read the California Privacy Notice.",3.5,Very Good,"The Knot Worldwide
3.5",Washington,DC,"Chevy Chase, MD",5000,2019,5,Company - Private,Internet,Information Technology,Unknown / Non-Applicable
Data Scientist,$95K-$119K (Glassdoor est.),"COMPANY OVERVIEW INFICON is a growing, global, leading provider of innovative technologies that enhances productivity and quality in sophisticated industrial processes. The products provided by INFICON are world-class instruments for gas analysis, measurement, and control and are vital to manufacturers and end-users in the complex fabrication of semiconductors and thin film coatings for optics, flat panel displays, solar cells, and industrial vacuum coating applications. INFICON is headquartered in Switzerland and has world-class manufacturing facilities in Europe, the United States and China with subsidiaries located throughout the world. This position will be located in Newton, MA. For more detailed information about INFICON, please visit our website at www.inficon.com httpwww.inficon.com . JOB DESCRIPTION Do you have a passion for Data and Machine Learning? Do you dream of working with customers on their most forward-looking AI initiatives? Does the challenge of developing modern machine learning solutions to solve real-world manufacturing problems exciting to you? We develop software for monitoring semiconductor manufacturing process and are looking to leverage the latest technologies to address our customer s needs. You will be part of a team that investigates and builds solutions based all the data available in factories, ranging from time series data, to post manufacturing data, to production logs. You will be working side by side with application developers and customers on real world problems with actual manufacturing data. JOB FUNCTION Basic and applied research in statistical machine learning, deep learning, and data science as well as signal and information processing to advance the state of the art in time series analysis of semiconductor manufacturing data. Responsibilities Perform data analysis, data pre-processing, and feature engineering in support of advanced machine learning algorithm development. Incorporate physical and operational insightsconstraints into statistical models to achieve a high degree of robustness. Prototype algorithms for proof of concept, validation, and software implementation. Support performance evaluations and the transition of algorithms into existing fault detection and classification systems. Convey the results of scientific research to sponsors and the scientific community through briefings, conferences and peer-reviewed publications. Other related functions as assigned. REQUIRED QUALIFICATIONS Bachelor's degree in computer science or chemical engineering or related technical field. Demonstrated ability in machine learningartificial intelligence (MLAI) development andor scientific modelling and data analysis. Demonstrated ability with pythonMATLAB or similar abstract language. Experience with both traditional ML and modern deep learning approaches. Experience with agile development practices and Git version control. Experience with one or more of the DNN frameworks like TensorFlow, PyTorch, Chainer. Experience with SQL, Graph stores, or NoSQL stores. Applicant must have a dynamic skill set, be willing to work with new technologies, be highly organized and capable of planning and coordinating multiple tasks. The position will require attention to detail, effective problem solving skills and excellent judgment. Ability to work independently with sensitive and confidential information, maintain a professional demeanor, work as a team member without daily supervision. COMPENSATION BENEFITS Compensation will be commensurate with experience including a competitive base salary, bonus opportunity, competitive benefits package, and relocation assistance. INFICON, is committed to ensuring that our online application process provides an equal opportunity to all job seekers that apply without regard to race, religion, ethnicity, national origin, citizenship, gender, age, protected veteran status, disability status, genetic information, sexual orientation, or any other protected characteristic. A notice describing Federal equal employment opportunity laws is available here httpwww.dol..pdf and here httpwww.eeoc.govemployersuploadeeocselfprintposter.pdf to reaffirm this commitment. INFICON is also committed to providing reasonable accommodations to applicants with physical andor mental disabilities. If you are interested in applying for an employment opportunity at INFICON and require special assistance or an accommodation during the application process, please contact Human Resources at 315-434-1100 . Determination on requests for reasonable accommodations are made on a case-by-case basis. PAY TRANSPARENCY NONDISCRIMINATION PROVISION httpswww.dol.govofccppdfpay-transpformattedESQA508c.pdf Employee Polygraph Protection Act Poster httpswww.dol.govwhdregscomplianceposterseppac.pdf April Fools Day is coming. Prank your friends opening a never ending fake update screen httpsgeekprank.comwin10-update on their computer. Sit back and watch their reaction.",3.4,Very Good,"Dice.com
3.4",Newton,MA,"Denver, CO",500,1990,34,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$100 to $500 million (USD)
Data Scientist,$95K-$119K (Glassdoor est.),"About Gap Inc.


Our past is full of iconic moments — but our future is going to spark many more. Our brands — Gap, Banana Republic, Old Navy, Athleta, INTERMIX and Hill City — have dressed people from all walks of life and all kinds of families, all over the world, for every occasion for more than 50 years.

But we’re more than the clothes that we make. We know that business can and should be a force for good, and it’s why we work hard to make product that makes people feel good, inside and out. It’s why we’re committed to giving back to the communities where we live and work. If you're one of the super-talented who thrive on change, aren't afraid to take risks and love to make a difference, come grow with us.

About the role
The Product Operations Advanced Analytics and Data Science Team at Gap Inc. is a research team that applies techniques from operations research and machine learning to drive business benefits for Gap Inc. and its brands.
The teams focus is creating analytical capabilities to support product operations at Gap Inc. Areas of expertise include: demand forecasting, inventory replenishment, inventory and supply chain optimization, pricing, product testing, product attributes, flexible inventory and supply chain initiatives.
What you'll do
Build, validate, and maintain Operations Research (OR) and/or AI(Machine Learning (ML) /Deep learning), models
Provide quantitative research and analysis for identifying new business opportunities
Provide thought leadership in analytics and modeling
Synthesize findings, prepare presentations and assist in presenting findings to all levels of management
Provide framework/methodology for measurement and feedback mechanism for models
Manage analytical projects/initiatives of complex scale
Provide thought the leadership on methodologies and analytical roadmaps
Ability to mentor data scientists and interns
Collaborate within the team and outside the team to solve complex problems

Who you are
Proven experience in areas of optimization, statistics, machine learning, and big data technologie
Proven ability to develop and apply analytic solutions to solve business problems
Ability to work both at a detail level as well as to summarize findings and extrapolate knowledge to make strong recommendations for change
Experience developing short and long term visions for solutions that have significant business impact
Demonstrated examples of working with business partners to deliver a solution that met objectives
Knowledge of inventory management, merchandising, pricing, supply chain management, and optimization principles and concepts
Experience developing and working with inventory optimization and/or forecasting approaches for retail software or the retail industry
Ability to collaborate with cross-functional teams and influence product and analytics roadmap
Masters in Operations Research, Statistics, Math, Computer Science, Industrial Engineering or related field. PhD is a plus.
1+ yrs. of professional experience w/PhD, 4+ yrs. without PhD
Hands-on experience with data analysis, statistical, optimization and simulation packages (SQL, Python, Tensorflow, etc)
Experience working for retailers, consulting to retailers is highly desirable
Ability to communicate effectively with cross-functional teams
Experienced at working with business process owners to understand the process impact

Benefits at Gap Inc.
Merchandise discount for our brands: 50% off regular-priced merchandise at Gap, Banana Republic and Old Navy, 30% off at Outlet and 25% off at Athleta for all employees.
One of the most competitive Paid Time Off plans in the industry.*
Employees can take up to five “on the clock” hours each month to volunteer at a charity of their choice.*
Extensive 401(k) plan with company matching for contributions up to four percent of an employee’s base pay.*
Employee stock purchase plan.*
Medical, dental, vision and life insurance.*
See more of the benefits we offer.
*For eligible employees",3.5,Very Good,"Gap Inc.
3.5",San Francisco,CA,"San Francisco, CA",10000+,1969,55,Company - Public,"Department, Clothing, & Shoe Stores",Retail,$10+ billion (USD)
Senior Principal Data Scientist (Python/R),$212K-$331K (Glassdoor est.),"Roche Diagnostics has built a new strategic area – Diagnostics Information Solutions (DIS) - charged with creating a modern portfolio of decision support software products that change the way patients are cared for. Our challenge is to bring together complex diagnostic and treatment data from medical devices and IT systems within a hospital and intelligently process and present this data to clinicians, researchers, and caregivers to improve research outcomes and patient care.

As a Senior Principal Data Scientist within the Data Science & Services (DSS) team at DIS, you are responsible for conceptualizing, planning and executing advanced analytics projects to discover key insights improving NAVIFY product portfolio leading to better and more efficient patient care. In close cooperation with other more Scientists you will design and execute advanced analytics projects building on a wide range of commercial and research datasets containing deep medical information.

As a Senior Principal Data Scientist, you will also ensure that design, execution, and presentation of analytical results are adhering to industry standards and potentially improve and redefine current industry standards. You will rely on your oncology expertise, advanced analytical skills, and your ability to interact with cross-functional experts such as biostatisticians, clinical scientists and oncologists, to discover novel insights demonstrating impact of various treatment decisions, and uncover key elements leading to best outcomes for patients. In addition, you will maintain and expand knowledge of available healthcare data sources and applicable state-of-the- art analytical methodologies, large scale data processing and visualization, and languages and tools (R, Python, (no-)SQL, Hadoop, Spark, etc.).

Responsibilities Include:
Drive data science and analytical software development teams; develop solutions to support insight generation facilitating successful development, verification and commercialization of diagnostics services and products.
Contribute to broad product support initiatives, lead and deliver on complex projects, and interact with external partners without supervision.
Maintain and expand knowledge and access to available and meaningful data sources within/outside Roche, and their application to NAVIFY customer needs.
Perform high quality, timely and accurate analyses using most relevant state-of-the-art methodologies, tools and resources.
Committed to offering innovation, finding opportunities to enhance ways of working (including processes, methods, technology etc.) and sharing new techniques and lessons learned pro-actively with peers.
Use and continue to foster strong working relationships with global colleagues and customers and builds a strong network in order to jointly explore vendor relationships, data assets, analytical methodologies and toolsets.
Build and maintain partnerships with other data scientists and analysts, biostatistics, medical and business leaders, and other key functional experts.
Responsible for planning and timely delivery of assigned projects.
Drive creation of best practices to other team members. Proactively share learnings/experience with colleagues both internal and external to the function.
Act as a positive role model for peers and help coach colleagues to improve in their role with both technical and interpersonal skills.
Influence as thought leader in your industry and an influential subject matter expert to your team members and the businesses you support.
Leverage strategic organizational awareness and systems mindset to implement sustainable, science based practices.
Who you are:
Data savvy creative thinker, problem solver and mentor.
Reliable team player, strong collaborator with ability to influence and a thought partner/leader. Organizationally savvy, systems thinker.
Excellent communication skills, effective stakeholder management ability. Life learner, constructive at giving and receiving feedback.
Strong solution finding, resiliency and a sense of ownership; Effective prioritization skills, attention to detail and accuracy; Adaptable, embraces and endorses change.
Minimum Skills and Experience:
Master’s degree (PhD strongly preferred) in a Data Science or related field (e.g. Computer Science, Statistics, Mathematics, Bioinformatics, etc.) required plus 16 years of experience; or PhD and 12 years of experience.
Graduate training or experience in biological/medical field is highly preferred.
Strong background in Oncology, either by education or professional experience.
Strong Programming experience with R, Python, and/or other quantitative software.
Strong experience in applying statistical modeling, machine learning, exploratory, and confirmatory data analysis in mid to large volume biomedical data sets.
Experience using big data platforms such as Hadoop (Spark is a plus).
In-depth knowledge of relational database principles and corresponding query language skills (e.g. SQL) is of interest.
Familiarity with regulatory framework and guidelines for pharma/diagnostics products is a plus.
Good knowledge of English in a business environment.
Excellent communication skills with an ability to negotiate successfully; strong influencing skills; self-contained and outgoing approach.
Strong solution finding, prioritization and attention to details skills while embracing/endorsing change.
Roche is an equal opportunity employer.

Research & Development, Research & Development > Modelling & Simulation",4.1,Excellent,"Roche
4.1",Pleasanton,CA,"Basel, Switzerland",10000+,1896,128,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD)
"Real World Science, Data Scientist",$212K-$331K (Glassdoor est.),"Title: Real World Science, Data Scientist
Location: Wilmington, DE

At AstraZeneca we turn ideas into life changing medicines. Working here means being entrepreneurial, thinking big and working together to make the impossible a reality.
Were focused on the potential of science to address the unmet needs of patients around the world. We commit to those areas where we think we can really change the course of medicine and bring big new ideas to life.

Job Description

The Real World Science & Digital team is a growing group within AstraZenecas global Evidence function which is driving the scientific use of Real World Data to accelerate the way patients access innovative medicines. The Real World Science and Digital team comprises of a core quantitative group, Digital Platform leads and Data Strategy experts providing AstraZeneca with an enterprise hub for Real World Science. AstraZeneca has a rich history in Real World Evidence, having developed a coherent strategy to develop and internalize data assets the group is now amplifying those investments through a dedicated Real World Data Science capability. Real World Data Scientists who are successful in this role will work on challenging problems, using innovative approaches to accelerate the delivery of Real World Insights and Evidence for key internal and external stakeholders.

The ideal candidate for this role will bring a proven track record of delivering value through the leverage of routinely collected data from healthcare settings to provide health analytics and insights in a range of contexts including Public Health, Pharmaceutical Research and Development and Commercial/ Payer.

They will collaborate with colleagues in Epidemiology, Statistics and Payer, giving scientific and technical guidance on study design, RW data selection and best practice in RW data utilization.

In addition, they will assist in advancing and shaping AZs Real World Science data strategy through the due diligence on new data providers/vendors, informatics support for data acquisitions in a range of Therapeutic Areas.

The role will promote best practice in Real World Data Science across multiple domains, and/or stakeholder groups.

Typical Accountabilities
Collaborate with Payer and Epidemiology teams to maximise the value derived from large observational research data
Deliver analyses of data from EMR, claims and primary observational data required by TA RWE strategies
Support the development of IVS strategies and selection of optimised contact models for prioritised markets through analysis of RWD
Provide scientific guidance on the application of Real World Evidence and observational research data to address issues across the Oncology and Biopharmaceuticals business units
Provide technical input, options and directions to strategic decisions made by AZ observational study teams on study design, data partner selection and best practices in RWE data utilization
Support technical teams to provide access to analytical tools and develop visual analytics to enable self-serving applications for end customers
Provide clear technical input, options, and direction to strategic decisions on RWE platform and capability build
Provide support for strategic decisions on AZ Medical Evidence and Observational Research external collaborations in the US and other markets
Assist in building a capability that becomes a source of sustained competitive advantage for AZ in identifying, acquiring, integrating and mining diverse RW data from multiple geographic and healthcare system sources to support evidence generation and real-world studies
Evaluate and assess strengths and weaknesses of external RW data sources, and potential partners for advancing the data strategy for specific therapeutic areas
Maintain a strong insight into the capabilities of potential external partners in RWE, especially for US and emerging markets.
Education, Qualifications, Skills and Experience

Key Relationships to reach solutions

Internal (to AZ or team)
Payer Evidence & Planning
Epidemiologists
Observational Research teams
Oncology and Biopharmaceuticals Medical Affairs Leads
Product and portfolio strategy
Medical Evidence Planning
Key experts in Data science /Analytics environments at AZ, and external partner organizations.
External (to AZ)
AZ RWS existing, prospective or potential partner organizations,
Key academic collaborators and thought leaders
Essential Requirements
PhD or MS in data science or other advanced degree in life sciences with post doctoral or other training/work in Medical/Health Informatics or related field
Experience in real-world evidence and familiarity with health economics/epidemiology, and quantitative science such as health outcome modelling
Expertise in EMR/Health IT, disease registries, and insurance claims databases
Expertise in clinical data standards, medical terminologies and controlled vocabularies used in healthcare data and ontologies (ICD9/10/ReadCode)
Experience in supporting pharmacoepidemiology studies with proven track record of advancing approaches with data science
Experience in Statistical Analysis Plan (SAP) generation and execution for observational studies
Expertise in methods development and application using statistical languages such as R/Matlab/SAS/SQL/Hadoop/Python
Experience in advanced visualisation and visual analytics of routinely collected healthcare data
Desirable
Expertise in data mining approaches within healthcare settings generating insight from routinely collected healthcare data
A history of patient care or equivalent background of working at a patient care setting that allows the candidate to bring medical perspective into real-world evidence generation and observational studies
Demonstrated ability to build long-term relationships with stakeholders at senior levels, understand relevant scientific/business challenges at a deep level and translate into a programme of informatics activities to deliver defined value
Ability to lead & manage multi-disciplinary data science projects
Strong track record of delivering large, cross functional projects
Experience working in a global organization and delivering global solutions
Use of Machine Learning and Artificial Intelligence in the generation of hypotheses within Real World Data",4,Excellent,"AstraZeneca
4.0",Wilmington,DE,"Cambridge, United Kingdom",10000+,1913,111,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD)
Data Scientist,$212K-$331K (Glassdoor est.),"Position: Data Scientist
Location: Denver
Starts: Next Month
Duration: 6 months
Status: Freelance
Rate: DOE

A downtown Denver tech company is looking for a Data Scientist to join their internal Digital Marketing team on an offsite basis, although and ideally there will be occasional onsite meetings.

This Data Scientist will be working independently, taking data provided by the companys Marketing Automation and Operations contact, providing a multi-touch point report including relative calculations, the exact model built, productive power of the model, understanding of the reasoning, pros and cons of the results, etc.

Data Scientist Proficiencies:
2+ years working as a Data Scientist
Hands-on experience with programming and data visualization in R, Python, or other data analysis and scripting languages
Basic knowledge of SQL
Model development, validation and implementation (applying theoretical models in an applied environment)
Background in forecasting or statistics preferred
Comfort communicating results to non-technical colleagues and clients
Submit resume (and samples if applicable) to:",3.6,Excellent,"Creative Circle
3.6",United States,,"Los Angeles, CA",500,2002,22,Company - Public,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable
ENGINEER - COMPUTER SCIENTIST - RESEARCH COMPUTER SCIENTIST - SIGNAL PROCESSING - SAN ANTONIO OR,$212K-$331K (Glassdoor est.),"Join our Defense and Intelligence Solutions Division to pursue the exciting new area of developing the avionics applications and next generation of cyber threat detection capabilities for airborne platforms. Collaborate in a dynamic team environment, developing and testing software for various types of aircraft. Responsibilities and activities will include software development tasks primarily utilizing C/C++. The target platform will be high performance, fault tolerant applications on embedded platforms. Participate in requirements analysis, software design, coding, unit testing, integration, installation and maintenance. Develop new ideas and solve complex problems based on technical and domain experience. Work in teams as well as independently. Work at SwRI laboratories and short-term travel to government facilities / military bases or other customer facilities. Prepare technical documents and support proposal preparations as required. Work assignment is in San Antonio or Oklahoma City.


Education/Experience:


Requires a BS degree in Computer Science, Computer Engineering (must have focus in Computer Science) with 0-5 years of experience. Must have at least a 3.0 GPA. Must have experience or coursework with software development with emphasis on application development utilizing C/C++. Must have the basic knowledge of software development processes including an ability to analyze and translate requirements into an application design, implementation, unit and integration testing, software/hardware integration and software documentation. Exposure to embedded real-time application development as well as cyber detection will be considered. Experience with Python and/or Java desirable. Exposure to agile methodologies, software engineering practices, requirements analysis, software design are desirable. Must have excellent verbal and written communications skills; specially technical communication. Current DoD security clearance is highly desired. A valid/clear driver's license is required.


Special Considerations:


Applicant selected will be subject to a government security investigation and must meet eligibility requirements for access to classified information. Applicant must be a U.S. citizen.

Job Locations: San Antonio, Texas | Oklahoma City, Oklahoma


For more information about this division, visit the Defense & Intelligence Solutions home page.

An Equal Employment Opportunity/Affirmative Action Employer
Race/Color/Religion/Sex/Sexual Orientation/Gender Identity/National Origin/Disabled/Veteran
Committed to Diversity in the Workplace",3.9,Excellent,"Southwest Research Institute
3.9",Oklahoma City,OK,"San Antonio, TX",5000,1947,77,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD)
COMPUTER SCIENTIST - ENGINEER - RESEARCH COMPUTER SCIENTIST - SIGNAL PROCESSING,$212K-$331K (Glassdoor est.),"Join the exciting new area of developing the avionics applications and next generation of cyber threat detection capabilities for airborne platforms. Collaborate and work in a dynamic team environment, developing and testing software for various types of aircraft. Participate in software development tasks primarily utilizing C/C++. The target platform will be high performance, fault tolerant applications on embedded platforms. Will be responsible for requirements analysis, software design, coding, unit testing, integration, installation and maintenance. Develop new ideas and solve complex problems based on technical and domain experience. Work at SwRI laboratories and short-term travel to government facilities / military bases or other customer facilities. Prepare technical documents and support proposal preparations as required.


Education/Experience:


Requires a BS or MS degree in Computer Science or Computer Engineering (must have focus in Computer Science) with 0-5 years of experience. Must have at least a 3.0 GPA. Must have experience or coursework with software development with emphasis on application development utilizing C/C++. Must have the basic knowledge of solid software development processes including an ability to analyze and translate requirements into an application design, implementation, unit and integration testing; software/hardware integration and software documentation. Exposure to embedded real-time application development as well as cyber detection will be considered. Experience with Python and/or Java desirable. Exposure to agile methodologies, software engineering practices, requirements analysis, or software design is desirable. Excellent technical communications skills are required. Current DoD security clearance is highly desired. A valid/clear driver's license is required.


Special Considerations:


Work assignment is in Dayton, Ohio. Applicant selected will be subject to a government security investigation and must meet eligibility requirements for access to classified information. Applicant must be a U.S. citizen.

Job Locations: Dayton, Ohio


For more information about this division, visit the Defense & Intelligence Solutions home page.

An Equal Employment Opportunity/Affirmative Action Employer
Race/Color/Religion/Sex/Sexual Orientation/Gender Identity/National Origin/Disabled/Veteran
Committed to Diversity in the Workplace",3.9,Excellent,"Southwest Research Institute
3.9",Dayton,OH,"San Antonio, TX",5000,1947,77,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD)
Data Scientist,$212K-$331K (Glassdoor est.),"Job Description
Title: Sports Data Scientist
Location: Washington, DC
Salary: $100,000 - 150,000
Contact: Paul Chatlos, pchatlos@smithhanley.com

-Develop and deploy predictive models/algorithms in the field of sports
analytics
-Research new methods to develop and improve sophisticated predictive
models, staying adept with the latest research and techniques in the field
-Analyze various data sets to identify statistically significant patterns and
extract predictive features
-Collaborate with a team of data scientists and engineers

Sport Data Scientist Requirements:

-A passion for sports
-Proficiency with R and/or Python
-Experience with SQL queries
-Skilled in a variety of statistical modeling and machine learning techniques
-PhD or Masters in Statistics, Machine Learning, Mathematics, Computer
Science, Econometrics or similar degree preferred, but not required
-Experience building models in a cloud-based ecosystem preferred, but not
required
-Sports analytics experience preferred, but not required",4.5,Excellent,"Smith Hanley Associates
4.5",Washington,DC,"New York, 061",50,1980,44,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable
